kegg_number	RH_1_DKDN250001555-1A_22KVLLLT4_L6_kegg_hits.tsv	RH_2_DKDN250001556-1A_22VYGNLT3_L3_kegg_hits.tsv	RH_2_DKDN250001556-1A_22W2JCLT3_L1_kegg_hits.tsv	RH_3_DKDN250001557-1A_22KVLLLT4_L6_kegg_hits.tsv	RH_5_DKDN250001558-1A_22KVLLLT4_L6_kegg_hits.tsv	RH_8_DKDN250001559-1A_22KVLLLT4_L6_kegg_hits.tsv	carK_1_DKDN250001546-1A_22KVLLLT4_L6_kegg_hits.tsv	carK_2_DKDN250001547-1A_22Y2CMLT3_L2_kegg_hits.tsv	carK_4_DKDN250001548-1A_22KVLLLT4_L6_kegg_hits.tsv	carK_8_DKDN250001549-1A_22Y2CMLT3_L2_kegg_hits.tsv	carK_9_DKDN250001550-1A_22KVLLLT4_L8_kegg_hits.tsv	carR_10_DKDN250001554-1A_22VYGNLT3_L3_kegg_hits.tsv	carR_10_DKDN250001554-1A_22W2JCLT3_L1_kegg_hits.tsv	carR_1_DKDN250001551-1A_22VYGNLT3_L3_kegg_hits.tsv	carR_1_DKDN250001551-1A_22W2JCLT3_L1_kegg_hits.tsv	carR_5_DKDN250001552-1A_22KVLLLT4_L6_kegg_hits.tsv	carR_9_DKDN250001553-1A_22KVLLLT4_L6_kegg_hits.tsv	ces_1_DKDN250001560-1A_22VYGNLT3_L3_kegg_hits.tsv	ces_3_DKDN250001561-1A_22KVLLLT4_L6_kegg_hits.tsv	ces_5_DKDN250001562-1A_22KVLLLT4_L6_kegg_hits.tsv	ces_6_DKDN250001563-1A_22KVLLLT4_L6_kegg_hits.tsv	ces_7_DKDN250001564-1A_22KVLLLT4_L8_kegg_hits.tsv	hok_1_DKDN250001570-1A_22VYGNLT3_L3_kegg_hits.tsv	hok_1_DKDN250001570-1A_22W2JCLT3_L5_kegg_hits.tsv	hok_2_DKDN250001571-1A_22KVLLLT4_L8_kegg_hits.tsv	hok_3_DKDN250001572-1A_22VYGNLT3_L3_kegg_hits.tsv	hok_3_DKDN250001572-1A_22W2JCLT3_L1_kegg_hits.tsv	hok_5_DKDN250001573-1A_22KVLLLT4_L8_kegg_hits.tsv	hok_7_DKDN250001574-1A_22KVLLLT4_L8_kegg_hits.tsv	mtz_1_DKDN250001565-1A_22KVLLLT4_L8_kegg_hits.tsv	mtz_3_DKDN250001566-1A_22VYGNLT3_L3_kegg_hits.tsv	mtz_4_DKDN250001567-1A_22KVLLLT4_L8_kegg_hits.tsv	mtz_6_DKDN250001568-1A_22KVLLLT4_L8_kegg_hits.tsv	mtz_7_DKDN250001569-1A_22KVLLLT4_L8_kegg_hits.tsv
K25588	0.000999	0.000590	0.000000	0.003688	0.001246	0.000230	0.011611	0.001560	0.000897	0.000760	0.000526	0.000490	0.000920	0.000091	0.000000	0.000808	0.000849	0.000127	0.000353	0.000259	0.001787	0.000781	0.000616	0.001571	0.000459	0.000161	0.000000	0.003222	0.000389	0.012558	0.003690	0.011816	0.002795	0.001719
K25590	0.510252	0.006187	0.005904	0.300735	0.029630	0.382553	1.035901	1.044284	1.026549	1.030799	1.126914	1.024417	0.957129	1.083547	1.022269	1.089234	1.036889	0.009543	0.009929	0.019501	0.033472	0.025436	0.020674	0.021189	0.008155	0.839051	0.775567	0.058855	0.003580	0.632413	0.253554	0.603873	0.887913	0.066457
K25594	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000249	0.000000	0.000000	0.000000	0.000000	0.000000
K25596	0.000738	0.000000	0.000149	0.000129	0.001182	0.000129	0.000547	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000252	0.000000	0.000000	0.000076	0.000507	0.000000	0.000000	0.000000	0.000000	0.000464	0.000212	0.000312	0.000000	0.000000	0.000742	0.000278
K25597	0.000465	0.000598	0.000161	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000118	0.000387	0.000000	0.000000	0.000000	0.000563	0.000409	0.001226	0.000000	0.000324	0.000320	0.000000
K25617	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000195	0.000000	0.000000	0.000229	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000206	0.000402	0.000000	0.000242	0.000000	0.000000
K25619	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000166	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000558	0.000000	0.000000	0.000000	0.000112	0.000320	0.000000	0.000886	0.000000	0.000000
K25621	0.000908	0.000000	0.001218	0.002008	0.000000	0.000000	0.002450	0.000000	0.000000	0.000000	0.000587	0.000000	0.000000	0.000000	0.000000	0.001588	0.000923	0.000000	0.000000	0.000392	0.000696	0.000000	0.001210	0.000999	0.000000	0.000000	0.000000	0.003305	0.000968	0.001414	0.000000	0.000439	0.000732	0.000711
K25622	0.000675	0.000000	0.000438	0.000919	0.000679	0.000000	0.000000	0.001930	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000926	0.000000	0.000443	0.000000	0.000000	0.000000	0.000000	0.000000	0.000470	0.000000	0.000000	0.001236	0.000497	0.001759	0.000000	0.000000	0.000664	0.000000
K25623	0.000275	0.000000	0.000170	0.000000	0.000000	0.000343	0.000705	0.000808	0.000371	0.000401	0.001055	0.000000	0.001299	0.005031	0.003044	0.000603	0.000000	0.009372	0.003684	0.009652	0.020627	0.006575	0.001140	0.000000	0.000306	0.000000	0.000000	0.000740	0.000486	0.003247	0.000000	0.003603	0.002266	0.018363
K25649	0.001190	0.000346	0.000528	0.000918	0.002405	0.000159	0.001139	0.001456	0.001717	0.001903	0.001067	0.000175	0.000000	0.000344	0.000667	0.002293	0.001320	0.000000	0.001077	0.001586	0.000668	0.001393	0.001456	0.001897	0.006159	0.000552	0.001361	0.001558	0.000681	0.012927	0.002368	0.002688	0.005165	0.003946
K25676	0.001613	0.002624	0.002889	0.004089	0.003269	0.001672	0.007500	0.003040	0.009886	0.005819	0.017221	0.003409	0.002205	0.000686	0.001025	0.005661	0.002943	0.000820	0.001431	0.001869	0.005524	0.004491	0.012459	0.012039	0.013459	0.003391	0.003047	0.011565	0.004635	0.059749	0.003219	0.019514	0.012297	0.004805
K25677	0.003020	0.003271	0.002713	0.005815	0.002802	0.001433	0.006475	0.006850	0.013022	0.008145	0.013673	0.003953	0.005339	0.002285	0.000518	0.007887	0.004637	0.001169	0.000998	0.002261	0.003929	0.002081	0.009652	0.003981	0.007297	0.001672	0.001785	0.011790	0.003494	0.068491	0.004781	0.022846	0.011418	0.007720
K25678	0.003776	0.002386	0.005189	0.004724	0.003147	0.002375	0.006327	0.003681	0.014892	0.008988	0.013259	0.004479	0.006517	0.000686	0.000000	0.004850	0.005709	0.002651	0.002152	0.001405	0.004456	0.005528	0.014156	0.009075	0.006940	0.000945	0.000563	0.011202	0.004272	0.069964	0.005772	0.018155	0.013029	0.006093
K25706	0.877299	0.890804	0.860028	0.853270	0.854683	0.850683	0.863661	0.924672	0.918295	0.830172	0.869068	0.933333	0.921313	0.948346	0.986171	0.886147	0.837454	0.969022	0.908304	0.908403	0.917516	0.919985	0.771564	0.849182	0.760188	0.910803	0.971925	0.761727	0.713968	0.932280	0.797867	0.963778	0.845507	0.957005
K25766	0.000504	0.000429	0.000584	0.000190	0.000144	0.000929	0.001369	0.001302	0.000855	0.000000	0.000352	0.001739	0.001116	0.000000	0.000000	0.000860	0.003759	0.000291	0.002070	0.000959	0.002664	0.000238	0.003371	0.003287	0.000345	0.000229	0.000000	0.001042	0.000998	0.005610	0.000731	0.000368	0.002235	0.001870
K25775	0.005994	0.003341	0.004309	0.005375	0.004304	0.009141	0.028838	0.008592	0.018661	0.006467	0.008358	0.007770	0.006416	0.001561	0.000713	0.006307	0.009449	0.005488	0.004749	0.007490	0.011944	0.008128	0.008582	0.007243	0.002514	0.000406	0.000396	0.010709	0.002701	0.058539	0.004560	0.017187	0.034153	0.012887
K25776	0.000164	0.000000	0.000275	0.000000	0.000000	0.000063	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000202	0.000000	0.000000	0.000000	0.000405	0.000000	0.000000	0.000000	0.000000	0.000203	0.001030	0.000315	0.000148	0.001833	0.000000	0.000501
K25814	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000217	0.000000	0.000000	0.000000	0.000000	0.000000	0.000203	0.000215	0.000000	0.000000	0.000000	0.000168
K25820	0.000000	0.000000	0.000000	0.000236	0.000000	0.000233	0.001324	0.000000	0.000000	0.000274	0.000000	0.000270	0.000461	0.000000	0.000000	0.000206	0.000000	0.000000	0.000000	0.000000	0.000098	0.000152	0.000736	0.000551	0.000079	0.000000	0.000293	0.000241	0.001020	0.004324	0.000306	0.005825	0.000451	0.001514
K25882	0.000333	0.000000	0.000000	0.000000	0.000289	0.000000	0.000326	0.000000	0.000000	0.000190	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000800	0.002433	0.000000	0.000000	0.000000	0.000384	0.000000	0.000000	0.000000	0.000000	0.000000
K25884	0.000671	0.000000	0.002454	0.001551	0.002598	0.004124	0.003410	0.000916	0.012852	0.005429	0.017921	0.004428	0.003572	0.000463	0.000000	0.005184	0.003960	0.000882	0.001009	0.000952	0.004519	0.003763	0.006845	0.006241	0.005082	0.000000	0.000339	0.001701	0.000641	0.037236	0.001186	0.001597	0.008732	0.004454
K25885	0.768943	0.798884	0.781882	0.818674	0.732587	0.810097	0.736341	0.764602	0.692526	0.818799	0.711828	0.836329	0.863424	0.843843	0.895812	0.789060	0.831898	0.778070	0.895138	0.857790	0.855987	0.729535	0.777527	0.744575	0.701743	0.921513	0.901597	0.774974	0.741180	0.574972	0.763951	0.647599	0.657790	0.839036
K25889	0.033354	0.092174	0.092375	0.193927	0.049726	0.032325	0.001584	0.000000	0.000373	0.000000	0.000291	0.000376	0.000612	0.000000	0.000000	0.000453	0.000000	0.000000	0.000000	0.000127	0.000000	0.000000	0.000000	0.000000	0.000000	0.000195	0.000000	0.007338	0.019481	0.002383	0.000627	0.000189	0.001520	0.000155
K25901	0.882874	0.929296	0.990237	0.937285	0.952267	0.985073	0.859901	0.891466	0.931685	0.994241	0.932270	0.859065	0.921035	0.894138	0.924121	0.965308	0.927314	0.922157	0.959168	0.950038	0.955787	0.954069	0.786157	0.790263	0.825713	0.923523	0.984216	0.803014	0.766046	0.879673	0.865396	0.950808	0.936478	0.978704
K25902	0.000775	0.000000	0.000000	0.000272	0.000457	0.000000	0.000000	0.000000	0.002832	0.001320	0.001403	0.000366	0.000000	0.000000	0.000000	0.002257	0.000000	0.000000	0.000235	0.000979	0.001111	0.000981	0.003672	0.000694	0.001825	0.000000	0.000000	0.001602	0.000827	0.003198	0.000427	0.000913	0.002701	0.000481
K25903	0.000349	0.000000	0.000625	0.063228	0.000000	0.000000	0.375426	0.003783	0.006856	0.004130	0.004008	0.002937	0.001257	0.127983	0.095606	0.006594	0.002924	0.484240	0.838025	0.690060	0.338800	0.905254	0.615645	0.549868	0.532586	0.097215	0.102206	0.546800	0.645358	0.026005	0.002645	0.020543	0.011079	0.005845
K25904	0.000311	0.000866	0.000000	0.051549	0.000000	0.000411	0.275197	0.003440	0.007950	0.000955	0.002503	0.000000	0.000000	0.094189	0.070325	0.002999	0.001829	0.467576	0.786321	0.643010	0.325877	0.784769	0.558063	0.585499	0.495866	0.095471	0.096366	0.533788	0.657910	0.021297	0.001074	0.004770	0.016335	0.002607
K25905	0.000171	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000483	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000373	0.000000	0.000287	0.000000	0.000341	0.000000	0.000909	0.001926	0.000000	0.000000	0.000000	0.000249	0.000293	0.002706	0.000000	0.000466	0.000340	0.000781
K25906	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000629	0.000000	0.000411	0.000307	0.000000	0.000000	0.000000	0.000000	0.001065	0.000000	0.000169	0.000299	0.000000	0.000000	0.000000	0.000889	0.001614	0.000637	0.000000	0.000000	0.000000	0.000578	0.000728	0.000000	0.000000	0.000351	0.000000
K25907	0.000178	0.000000	0.000000	0.000450	0.000000	0.000000	0.000000	0.000543	0.000000	0.000000	0.000000	0.000254	0.000000	0.000000	0.000000	0.000138	0.000000	0.000000	0.000956	0.000000	0.000000	0.000000	0.000000	0.001079	0.001234	0.000000	0.000000	0.000833	0.001932	0.001089	0.000000	0.000248	0.000213	0.000316
K25908	0.000297	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000743	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000182	0.000000	0.000000	0.000000	0.000000	0.000500	0.000583	0.000000	0.000000	0.000463	0.000308	0.001290	0.000000	0.000248	0.000000	0.000000
K25909	0.000000	0.000000	0.000000	0.000000	0.000336	0.000000	0.000000	0.000000	0.000000	0.000481	0.000000	0.000000	0.000795	0.000000	0.000000	0.000338	0.000000	0.000000	0.000653	0.000000	0.000693	0.000000	0.000456	0.000480	0.001313	0.000000	0.000000	0.000000	0.000131	0.001574	0.000000	0.002046	0.001706	0.000000
K25910	0.000000	0.000000	0.000000	0.000000	0.000168	0.000728	0.000000	0.000000	0.000000	0.000000	0.001429	0.000000	0.000000	0.000000	0.000000	0.000000	0.000757	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.001940	0.000365	0.000000	0.000000	0.000334	0.000391	0.000431	0.000000	0.001853	0.000828	0.000000
K25911	0.000762	0.000000	0.001703	0.000000	0.000129	0.000000	0.000360	0.000000	0.003143	0.000541	0.001708	0.000000	0.000000	0.000268	0.000000	0.005398	0.001326	0.000237	0.000326	0.000753	0.000000	0.000286	0.001817	0.002320	0.001075	0.001703	0.001207	0.001262	0.000704	0.010795	0.002086	0.001113	0.007266	0.002549
K25912	0.000305	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000969	0.002345	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000354	0.000372	0.001595	0.000337	0.000958	0.003443	0.001320	0.001119	0.001811	0.000000	0.000000	0.000000	0.000000	0.000174	0.000607	0.002646	0.005603	0.001602	0.002239
K25913	0.001086	0.000000	0.000000	0.000000	0.001216	0.000393	0.001582	0.000000	0.000425	0.001831	0.003543	0.000445	0.000743	0.000214	0.001852	0.002142	0.000883	0.001183	0.000162	0.000588	0.001171	0.000640	0.003680	0.000945	0.004477	0.000000	0.000166	0.001808	0.001273	0.012562	0.002505	0.001132	0.004663	0.002746
K25952	0.002700	0.000744	0.000411	0.000863	0.001229	0.000518	0.000943	0.000526	0.000900	0.000000	0.001532	0.000000	0.000671	0.000371	0.000264	0.001747	0.000000	0.000681	0.000955	0.000000	0.001920	0.000229	0.005420	0.004148	0.002891	0.000000	0.000435	0.001647	0.002621	0.007934	0.000882	0.009002	0.002265	0.001691
K25960	0.000548	0.000375	0.000000	0.001279	0.000676	0.000284	0.009890	0.003167	0.006666	0.002099	0.002843	0.004343	0.005562	0.002085	0.003086	0.004102	0.007143	0.000524	0.000725	0.002058	0.004412	0.000637	0.001296	0.000368	0.001547	0.000400	0.000202	0.002160	0.001292	0.028367	0.000626	0.035751	0.004989	0.003538
K25961	0.000386	0.000529	0.000898	0.001773	0.000000	0.000479	0.002037	0.004797	0.004328	0.003145	0.003355	0.005136	0.004364	0.002828	0.001059	0.004506	0.010863	0.000433	0.000723	0.001986	0.003530	0.001001	0.000571	0.001123	0.001582	0.001204	0.000000	0.003474	0.000916	0.016559	0.001270	0.027392	0.002643	0.006613
K25986	0.564517	0.056213	0.047744	0.003208	0.047758	0.493817	0.026188	0.016007	0.005277	0.596765	0.069555	0.159675	0.183763	0.003012	0.001768	0.103597	0.124517	0.000277	0.001478	0.001542	0.003927	0.003851	0.007989	0.004321	0.003298	0.894135	0.883707	0.015637	0.001753	0.374800	0.004455	0.048375	0.491466	0.419210
K26005	0.000418	0.000278	0.000000	0.000000	0.000000	0.000000	0.001553	0.000304	0.001124	0.000115	0.001026	0.000142	0.000748	0.000426	0.000000	0.001741	0.002605	0.000109	0.000304	0.000206	0.000712	0.000000	0.000295	0.000000	0.000000	0.000000	0.000000	0.000718	0.000094	0.003328	0.000930	0.001174	0.000326	0.000584
K26055	0.000000	0.000000	0.000000	0.000000	0.000612	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000450	0.000000	0.000000	0.000000	0.000000	0.000000
K26057	0.001306	0.001767	0.001440	0.002477	0.000000	0.001257	0.005209	0.005486	0.011877	0.010187	0.011318	0.008204	0.002300	0.001101	0.000000	0.013249	0.005958	0.001447	0.001289	0.002435	0.004475	0.003007	0.003996	0.004842	0.004247	0.000000	0.000814	0.001876	0.001313	0.027916	0.001731	0.002511	0.009523	0.002551
K26058	0.001060	0.001188	0.000000	0.000368	0.001336	0.000726	0.005715	0.001215	0.007234	0.004382	0.009236	0.002145	0.005391	0.001234	0.003162	0.009631	0.002863	0.000362	0.001517	0.002282	0.006815	0.004916	0.004866	0.005009	0.003655	0.000404	0.000461	0.002312	0.000365	0.021013	0.001199	0.003176	0.009359	0.001827
K26059	0.007233	0.006228	0.008889	0.013486	0.003829	0.002959	0.013946	0.008853	0.023878	0.005600	0.010097	0.019687	0.018640	0.003432	0.001642	0.016771	0.031944	0.006800	0.011790	0.025756	0.034675	0.021633	0.018787	0.018086	0.005934	0.000788	0.000990	0.013023	0.002113	0.038992	0.004077	0.017486	0.038130	0.011252
K26060	0.003165	0.002509	0.005824	0.008479	0.002979	0.002104	0.009999	0.007077	0.015790	0.001683	0.005432	0.017856	0.018435	0.002448	0.003672	0.013813	0.021314	0.008830	0.009501	0.012699	0.027197	0.016421	0.015771	0.010168	0.004181	0.000000	0.000000	0.009973	0.001624	0.026241	0.002770	0.009553	0.024441	0.005560
K26061	0.918982	0.025634	0.019043	0.296171	0.072995	0.856512	0.056199	0.498503	1.022575	0.894186	0.428838	0.892983	0.876633	0.844216	0.840652	0.095833	0.402358	0.349039	0.700334	0.524110	0.283173	0.535651	0.023774	0.021545	0.016869	1.801832	1.723459	0.054191	0.004745	0.090091	0.128529	0.778489	0.425247	0.038724
K26063	0.000390	0.000770	0.000648	0.002929	0.000671	0.000516	0.003662	0.004135	0.006356	0.003469	0.000841	0.003493	0.002972	0.002007	0.002301	0.002464	0.005576	0.234781	0.088304	0.312171	0.537598	0.183983	0.153828	0.153882	0.004522	0.000441	0.001126	0.000923	0.001223	0.024532	0.002274	0.045200	0.002780	0.008055
K26064	0.850386	0.859536	0.884972	0.872040	0.807250	0.911962	0.838070	0.918465	0.935555	0.873862	0.924030	2.073956	2.052033	2.101413	2.050240	0.907095	1.116536	1.548716	1.911250	1.750154	1.356338	1.834827	0.829605	0.818575	0.878574	0.976514	0.925766	0.840959	0.822055	0.778170	0.938486	0.950416	0.848229	1.080096
K26065	0.429205	0.600668	0.583149	0.301882	0.047326	0.744423	0.718008	0.988006	1.051709	1.028689	1.045392	1.082185	1.024769	1.108285	1.061719	2.045313	1.858164	1.086503	1.183146	1.109470	1.004199	1.112996	0.017132	0.013409	0.007305	0.001542	0.001415	0.034586	0.001565	1.047848	0.439752	1.526892	0.792393	1.691744
K26110	0.000000	0.000303	0.000312	0.000264	0.000900	0.000101	0.003138	0.000994	0.000304	0.001603	0.000840	0.000000	0.001043	0.000000	0.000000	0.000000	0.001873	0.000235	0.000068	0.000647	0.002072	0.000623	0.001926	0.002409	0.000507	0.000000	0.000097	0.001828	0.001968	0.013132	0.000516	0.010099	0.001623	0.002551
K26138	0.421034	0.096843	0.079128	0.260861	0.023645	0.353766	0.865761	0.943576	0.901491	1.030966	1.028787	0.885337	0.947145	0.924941	0.907830	0.876921	0.821828	1.001793	0.956742	0.959868	0.927034	0.938100	0.027563	0.027981	0.010486	0.868252	0.792775	0.054529	0.005782	0.877860	0.678079	0.902880	0.927099	1.048969
K26139	1.481730	1.182326	1.184075	1.335774	1.108409	1.434236	2.034145	2.211566	2.154147	2.288318	2.229110	2.148285	2.144116	2.012747	1.994898	1.981337	1.981027	1.965815	1.973587	2.020604	1.954848	2.072385	1.104185	1.126171	1.130143	1.913938	1.914790	1.094165	1.039717	1.854646	1.821298	1.964529	2.119980	2.290246
K26148	0.001951	0.001223	0.000880	0.001657	0.000202	0.002042	0.002915	0.002021	0.004080	0.004577	0.004315	0.005032	0.004452	0.000690	0.000000	0.006710	0.004566	0.001213	0.000425	0.001167	0.003794	0.001655	0.006022	0.003862	0.005126	0.001027	0.000989	0.002529	0.001710	0.031758	0.000808	0.043268	0.009093	0.008230
K26180	0.000586	0.000568	0.000822	0.000874	0.000422	0.000000	0.000660	0.001001	0.002278	0.001412	0.002031	0.000385	0.001560	0.000385	0.000818	0.003549	0.002814	0.016268	0.012788	0.013841	0.015409	0.014036	0.000970	0.001187	0.000635	0.000414	0.000000	0.000528	0.000516	0.001954	0.000000	0.001356	0.002901	0.001419
K26181	0.002543	0.000458	0.000490	0.000823	0.000692	0.000835	0.001561	0.000000	0.008507	0.000734	0.003954	0.002849	0.002948	0.000000	0.000000	0.006188	0.001500	0.000417	0.001784	0.001332	0.004603	0.001394	0.001966	0.002875	0.002278	0.000000	0.000000	0.000980	0.000770	0.004963	0.000000	0.001456	0.006203	0.001184
K26182	0.000762	0.000000	0.000365	0.001262	0.000000	0.000634	0.001198	0.000414	0.002237	0.000310	0.004880	0.001650	0.001716	0.000953	0.000756	0.002902	0.002050	0.000891	0.000589	0.002347	0.003935	0.001324	0.002707	0.000000	0.000622	0.000000	0.000407	0.001269	0.000222	0.006931	0.001295	0.002012	0.003163	0.001873
K26183	0.000890	0.000000	0.000746	0.001210	0.000722	0.000418	0.001392	0.000974	0.000795	0.000942	0.005106	0.000688	0.000000	0.000468	0.000509	0.004098	0.001483	0.000212	0.001533	0.000780	0.003199	0.000000	0.002692	0.001018	0.000398	0.000000	0.000000	0.001015	0.000599	0.001755	0.000971	0.002055	0.002022	0.000197
K26184	0.000946	0.000744	0.000000	0.001301	0.000844	0.000170	0.000787	0.002036	0.002017	0.000794	0.002419	0.001970	0.001262	0.000189	0.000788	0.005065	0.002952	0.000931	0.001313	0.002368	0.003856	0.003034	0.002109	0.002030	0.001553	0.000000	0.000420	0.002180	0.000363	0.008887	0.002002	0.002997	0.003842	0.002965
K26185	0.001144	0.001125	0.000492	0.001793	0.000510	0.000431	0.002094	0.001918	0.004441	0.002118	0.004512	0.002071	0.000768	0.000884	0.000000	0.004626	0.002332	0.001107	0.001356	0.003413	0.006469	0.002063	0.001512	0.002833	0.001163	0.000485	0.000174	0.001166	0.000732	0.003933	0.000000	0.001645	0.004903	0.001299
K26249	0.000243	0.002602	0.000683	0.001621	0.000701	0.000000	0.011323	0.001742	0.001185	0.002060	0.000374	0.000315	0.001107	0.000000	0.000000	0.000449	0.000000	0.000941	0.000000	0.001128	0.000000	0.001440	0.001270	0.000000	0.001073	0.000000	0.000000	0.007078	0.002537	0.016010	0.005485	0.047549	0.006653	0.008377
K26252	0.002053	0.001876	0.001453	0.001138	0.001573	0.000000	0.007023	0.001697	0.001059	0.002620	0.000482	0.001131	0.000000	0.000000	0.000000	0.000000	0.000000	0.001056	0.000460	0.000451	0.000638	0.000000	0.002113	0.000000	0.001707	0.001935	0.000000	0.006011	0.003209	0.014867	0.001675	0.022408	0.003621	0.004735
K26272	0.000966	0.000215	0.000441	0.000000	0.002354	0.000000	0.010393	0.001416	0.011342	0.000384	0.005058	0.002354	0.000645	0.001715	0.001719	0.003155	0.003125	0.000131	0.001320	0.001205	0.004516	0.001092	0.003336	0.002771	0.003178	0.000000	0.000000	0.001283	0.002280	0.026454	0.005117	0.013236	0.002892	0.004969
K26273	1.146079	0.952529	0.973902	1.108857	1.077508	0.883556	1.278349	0.675061	1.114474	2.008769	1.086040	1.007972	1.034901	0.918145	0.933642	2.509925	1.430728	0.161234	0.078731	0.016666	0.078153	0.006198	2.092239	2.090414	1.850584	1.186537	1.169039	1.700343	2.016643	0.899434	1.040081	0.295728	1.204364	0.723232
K26365	0.001082	0.000714	0.000000	0.000248	0.000902	0.000159	0.000872	0.003100	0.003509	0.004050	0.003107	0.001936	0.004308	0.001202	0.000667	0.004542	0.002101	0.000564	0.000921	0.000755	0.005555	0.001151	0.002904	0.006007	0.000889	0.000000	0.000800	0.000253	0.000458	0.007231	0.001682	0.003899	0.004295	0.000582
K26399	0.976230	1.054186	1.046085	1.015869	1.116145	1.044176	0.930112	0.955888	0.951164	1.021498	1.000504	1.030560	1.011785	1.000155	1.092706	0.937263	0.955855	1.004426	0.986031	1.007171	0.972122	0.963391	1.014997	0.996726	1.072167	0.981272	1.005328	0.995251	0.949617	0.849162	1.164451	1.062145	0.865083	1.053645
K26400	0.961358	1.084766	1.046551	1.031872	1.125038	1.085694	0.981095	1.086354	1.050399	1.187570	1.088610	1.065665	1.086630	1.084670	1.109690	0.962882	0.957097	1.026104	0.987071	0.986834	0.993302	1.015267	1.092116	1.076042	1.215597	1.059998	1.066125	1.057196	1.072845	0.949608	1.011154	1.020235	0.964843	1.197623
K00009	0.001065	0.000377	0.000000	0.000157	0.000000	0.000320	0.000838	0.000000	0.000135	0.000000	0.000151	0.000000	0.000000	0.000000	0.000000	0.000000	0.000934	0.000000	0.000000	0.000373	0.002105	0.000191	0.000738	0.000000	0.000953	0.000000	0.000000	0.002485	0.000000	0.004204	0.001345	0.003505	0.000000	0.001523
K00022	0.000194	0.000000	0.000214	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000188	0.000000	0.002011	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000247	0.000000	0.001085	0.000000	0.000000	0.000782	0.000000	0.001156	0.000000	0.001394	0.000433	0.000434
K00177	0.000522	0.000000	0.000370	0.000000	0.000000	0.000000	0.001758	0.001123	0.005894	0.000000	0.000264	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000388	0.000292	0.001011	0.002409	0.000000	0.000000	0.000000	0.000729	0.000000	0.000000	0.000000	0.001055	0.000941	0.001265
K00213	0.000464	0.000321	0.000166	0.000000	0.000000	0.000000	0.000000	0.000281	0.000882	0.000099	0.000301	0.000275	0.000283	0.000128	0.000000	0.000174	0.000355	0.000232	0.000000	0.000097	0.000246	0.000139	0.000000	0.000711	0.000261	0.000000	0.000000	0.000256	0.000000	0.001553	0.000000	0.000946	0.000330	0.000486
