sample	coverage	taxonomy
carK_1_DKDN250001546-1A_22KVLLLT4_L6_1	0.06	Root; d__Bacteria; p__Actinomycetota; c__Acidimicrobiia
carK_1_DKDN250001546-1A_22KVLLLT4_L6_1	0.45	Root; d__Bacteria; p__Chloroflexota; c__Chloroflexia
carK_1_DKDN250001546-1A_22KVLLLT4_L6_1	3.24	Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhizobiales
carK_1_DKDN250001546-1A_22KVLLLT4_L6_1	0.06	Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Caulobacterales
carK_1_DKDN250001546-1A_22KVLLLT4_L6_1	0.06	Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Sphingomonadales
carK_1_DKDN250001546-1A_22KVLLLT4_L6_1	0.57	Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Burkholderiales
carK_1_DKDN250001546-1A_22KVLLLT4_L6_1	0.63	Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Pseudomonadales
carK_1_DKDN250001546-1A_22KVLLLT4_L6_1	0.06	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Cytophagales
carK_1_DKDN250001546-1A_22KVLLLT4_L6_1	0.28	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Mycobacteriales
carK_1_DKDN250001546-1A_22KVLLLT4_L6_1	0.4	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Propionibacteriales
carK_1_DKDN250001546-1A_22KVLLLT4_L6_1	0.56	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Solirubrobacterales
carK_1_DKDN250001546-1A_22KVLLLT4_L6_1	0.51	Root; d__Bacteria; p__Actinomycetota; c__Acidimicrobiia; o__Acidimicrobiales
carK_1_DKDN250001546-1A_22KVLLLT4_L6_1	0.06	Root; d__Bacteria; p__Acidobacteriota; c__Thermoanaerobaculia; o__Multivoradales
carK_1_DKDN250001546-1A_22KVLLLT4_L6_1	0.51	Root; d__Bacteria; p__Acidobacteriota; c__Vicinamibacteria; o__Vicinamibacterales
carK_1_DKDN250001546-1A_22KVLLLT4_L6_1	15.11	Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhizobiales; f__Xanthobacteraceae
carK_1_DKDN250001546-1A_22KVLLLT4_L6_1	2.05	Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae
carK_1_DKDN250001546-1A_22KVLLLT4_L6_1	0.63	Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhizobiales; f__Hyphomicrobiaceae
carK_1_DKDN250001546-1A_22KVLLLT4_L6_1	9.21	Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae
carK_1_DKDN250001546-1A_22KVLLLT4_L6_1	2.41	Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae
carK_1_DKDN250001546-1A_22KVLLLT4_L6_1	0.58	Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae
carK_1_DKDN250001546-1A_22KVLLLT4_L6_1	1.88	Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae
carK_1_DKDN250001546-1A_22KVLLLT4_L6_1	0.4	Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Steroidobacterales; f__Steroidobacteraceae
carK_1_DKDN250001546-1A_22KVLLLT4_L6_1	0.45	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Cytophagales; f__Cyclobacteriaceae
carK_1_DKDN250001546-1A_22KVLLLT4_L6_1	0.63	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Mycobacteriales; f__Geodermatophilaceae
carK_1_DKDN250001546-1A_22KVLLLT4_L6_1	0.4	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Solirubrobacterales; f__Solirubrobacteraceae
carK_1_DKDN250001546-1A_22KVLLLT4_L6_1	58.59	Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhizobiales; f__Xanthobacteraceae; g__Bradyrhizobium
carK_1_DKDN250001546-1A_22KVLLLT4_L6_1	0.62	Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae; g__Agrobacterium
carK_1_DKDN250001546-1A_22KVLLLT4_L6_1	1.53	Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae; g__Neorhizobium
carK_1_DKDN250001546-1A_22KVLLLT4_L6_1	1.82	Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae; g__BOG-938
carK_1_DKDN250001546-1A_22KVLLLT4_L6_1	10.78	Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae; g__Phenylobacterium
carK_1_DKDN250001546-1A_22KVLLLT4_L6_1	3.09	Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae; g__Caulobacter
carK_1_DKDN250001546-1A_22KVLLLT4_L6_1	0.99	Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae; g__Brevundimonas
carK_1_DKDN250001546-1A_22KVLLLT4_L6_1	0.37	Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingobium
carK_1_DKDN250001546-1A_22KVLLLT4_L6_1	1.66	Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Novosphingobium
carK_1_DKDN250001546-1A_22KVLLLT4_L6_1	0.55	Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingomicrobium
carK_1_DKDN250001546-1A_22KVLLLT4_L6_1	0.71	Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingomonas
carK_1_DKDN250001546-1A_22KVLLLT4_L6_1	0.14	Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Burkholderia
carK_1_DKDN250001546-1A_22KVLLLT4_L6_1	0.51	Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Burkholderiales; f__Methylophilaceae; g__Methylophilus
carK_1_DKDN250001546-1A_22KVLLLT4_L6_1	0.91	Root; d__Bacteria; p__Acidobacteriota; c__Thermoanaerobaculia; o__Multivoradales; f__UBA5704; g__UBA5704
carK_1_DKDN250001546-1A_22KVLLLT4_L6_1	642.89	Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhizobiales; f__Xanthobacteraceae; g__Bradyrhizobium; s__Bradyrhizobium sp036924515
carK_1_DKDN250001546-1A_22KVLLLT4_L6_1	1.67	Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae; g__Phenylobacterium; s__Phenylobacterium sp001724605
carK_1_DKDN250001546-1A_22KVLLLT4_L6_1	1.34	Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Burkholderia; s__Burkholderia multivorans
